reviews,category
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요   수강 후  시험을 보셨다면 달성점수도 자랑해 주세요       이상       내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요   오늘은 오티를 들어 아직은 공유할 것이 없지만 점수를 잘 맞을 수 있을 것같은 마음이 들어 열심히 할 것입니다  좋은 점수 맞아 더 홍보 할께요      기타의견      나만의 공부       아직은       열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영 ,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요   수강 후  시험을 보셨다면 달성점수도 자랑해 주세요       점이 목표입니다  추후    점 이면 더 좋구요      내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요  처음 오티 인데 벌써 수업이 기대가 되니 좋습니다       기타의견      나만의 공부       공부의 팁 배워 나누어 보겠습니다   반복과 확실한 이해와 꾸준함이 답이겠지요    기대됩니다    열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영 ,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요   수강 후  시험을 보셨다면 달성점수도 자랑해 주세요       이상      내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요   토익에 대한 자신감을 주심      기타의견      나만의 공부       점수가 잘 나올꺼하는 기대감이 듭니다    열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영 ,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요    점  수강 후  시험을 보셨다면 달성점수도 자랑해 주세요        내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요   약간의 속도가 빠른 느낌이었지만 이해하기에는 너무 좋았고  접근법을 알려주셔서 좋아요      기타의견      나만의 공부       열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영   자주 반복하는 것을 목표로 합니다 ,TOEIC
안녕하세요 첫토익 왕기초 완성반      인강 후기를 올립니다  시작한지 얼마 안된것 같은데 어느덧    일 꽉 채서 후기까지 쓰게 되는 날이 오네요  영어 공부를 시작하고  처음으로 끝까지 완주한 인강인 것 같아요  매번 작심  일  한달 정도 하고 중도 포기하게 되곤 했었는데 해커스 토익 왕기초 리딩 김진태 선생님    해커스 왕기초 리스닝 민지원 선생님  을 들으면서 많은 도움이 된 것 같습니다  김진태 선생님의 재밌는 수업 지루하지 않고 귀에 쏙쏙 들어 왔구요 줄임말 외우기 명보형   등 귀갓에 계속 맴돌아서 암기에 도움이 되었습니다  민지원 선생님 강의는 또랑 또랑만 말소리로 리스닝 하면서 명확하게 잘 들렸던것 같아요 완강을 했지만 후반부 넘어가면서 집중력이 다소 떨어져 원하는 점수를 받진 못했지만  혼자하는것 보다는 인강을 정말 추천합니다  혼자서 하면서는 이해하는데 다소 어려움 부분도 있고 경험적인 예시를 무시는 못할 것 같아요  저는 목표한 점수를 얻기 위해 한번더 도전해 보려고 합니다  이번엔 완강 까지 집중해서 꼭 전과목 집중해서 듣도록 하겠습니다  모두가 원하는 점수를 얻을 때까지 화이팅    했으면 좋겠습니다  ,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요   수강 후  시험을 보셨다면 달성점수도 자랑해 주세요   목표점수는        아직 부족해서     지금은 아니지만 좀더 열심히해서 도전하려고 계속강의 수강하려고 합니다          내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요  박가은 선생님  단어뿐아니라 기출문제 적용등 강의 너무 많이 도움이 되었어요   간간히 설명하는 문법적 이론도 많이 도움이 되었습니다  이 문법설명은 토익        강의 들을 때에도 도움이 되었습니다  게다가 예문 문장들로 단어와 문장 외우기 넘 좋았어요   게다가 유머있는 수업에 빵빵 터지기도 하고   일단 처음 전체 강의 들을때는  단어가 문장에서 어떻게 사용되는지    잘 이해하지 못하였지만      노랭이 전체 두번째 강의를 들으면서는 단어외우기나 이해가 훨씬 쉬웠어요 이제까지는 단어부족으로 영어원서 읽기도  힘들었는데   자신감이 많이 생기고 실제 단어 공부에 많이 도움이 되었어요    게다가 재미 있어서  앱까지 구입해서 사용하게 되었어요   잠자리에 누워서 폰으로 사용하는 앱단어 공부도 넘 좋아요   문장들 읽어주는 성우들의 소리에 익숙해지면서           에도 도움이 많이 되었어요   단어에 자신감이 생기니        수업 강의 김동영선생님 도 주저 없이 듣게 되고          수업에도 재미가 생기게 되엇습니다  영어        의 자신감을 높여주는 박가은 선생님의 강의 강력 강력 추천합니다   꼭 토익수업준비하시는 분이 아니더라도 중 고등 학생들에게도 박가은 선생님의 단어수업 꼭 추천합니다  주의에도 많이 소문내고 있습니다     혹시 영어공부하기 아직 주저 주저하시는분들    일단 박가은 선생님의 단어수업듣고 나면 이어서 문장         하고 싶고   토익도 고득점 취할수 있다는 의지 생길듯합니다   다른 박가은 강사님의 강의도 기대됩니다       기타의견      나만의 공부       매일매일 공부하는 습관이 들어서 넘 좋아요   게다가 동영상 강의는 항상 반복 반복 할수 있어서 혼자 공부하시는 분께 추천합니다    열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영 ,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요   수강 후  시험을 보셨다면 달성점수도 자랑해 주세요   원래 목표 점수는     점을 넘기자 라는 도전으로 시작하였습니다  저는 간호대 학생이여서 남들이 아는 좋은 병원을 가기 위해서는 최소    점 이상을 넘겨야 도전을 할 수 있었습니다  그렇지만    점은    점과 느낌이 다른 것이    점 이상은 노력과 양으로 되는 느낌이지만    점은 실수라는 것이 허용되지 않는 느낌이였습니다  주변에    점은 많았지만    점은 생각보다 별로 없었습니다  그러나  해커스      인강 프리패스 를 끊고     점  이라는 목표점수를 달성할 수 있었습니다        내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요  저는    점 맞는 상황에서    부분에서 항상 점수가 리스닝에 비해 상대적으로 약했습니다  그래서    부분의 실력을 향상시킬 필요가 있었습니다  그 중 표희정 선생님이 강의하시는  해커스 토익       집중공략  강의가 많은 도움이 되었습니다  실전을 풀기 전에 많지 않은 이론부분으로 문제별로 어떻게 푸는 지 적용하고 실전 부분이  개 모의고사로 구성되어있는데 쉬운 난이도도 있고 어려운 난이도도 있어서 시험관리 능력을 기를 수 있었습니다  또한 인강해설도 정말 퀄리티가 뛰어나고 선생님의 손필기 해설도 너무 자세해 저의 부족함을 빠르고 쉽게 메꿀 수 있었습니다        기타의견      나만의 공부      리딩을 풀 때 정말 힘들다면 시간을 넉넉히 놓고 풀면 좋겠지만 먼저 시간을 재고 푸는 것이 실력을 단기간에 높이는데 많은 도움이 되었습니다  처음에는 풀 세트로 하는 것이 힘들어서  문제 푸는데  분 잡고  문제 푸는데  분 잡고 푸는 것에 집중했습니다  그 다음이 중요한데 푸는데서 그치는 것이 아니라 내가 실전상황에서 어떻게 풀었는지 이미지 트레이닝을 하고 인강을 듣기 전에 내가 먼저 예습을 해 나만의 독해력을 향상시키는데 집중하고 내가 생각한 것이 선생님과 같은지 확인하는 식으로 인강을 듣는 것을 활용했습니다   여러분들도 제가 했던 것처럼 해커스를 잘 따라가시면 원하시는 목표 점수에 도달할 수 있을 것이라고 확신합니다  열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영 ,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요   수강 후  시험을 보셨다면 달성점수도 자랑해 주세요   목표점수는    점 이였으나    점을 맞았다      점 목표 강의가 확실 하단것을 깨달았다      내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요  문법의 경우 강상진 강사님의 강의를 들었는데 설명도 너무 잘 해주시고 좋았다      기타의견      나만의 공부      단어는 독해를 하면서 많이 외웠다  열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영 ,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요       목표점수는 몇점인가요   수강 후  시험을 보셨다면 달성점수도 자랑해 주세요   저의 목표점수는    점만 넘기자고 해서 처음에는     점반을 선택하려고 했으나       정규반을 통해 제대로 배워보자는 심정으로 수강을 신청했습니다  특히 한승태 선생님의 강의가 워낙 명성이 자자해서 한 번 맛보기   로 경험하고자 수강을 선택하였습니다   그래서 아직 결과가 발표 전이긴 하지만 가채점 결과    은 그냥 넘길 것으로 보입니다         내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요  리스닝              를 듣는 중에도 왠지 모를 토익에 대한 자신감을 확신하게 되었고 특히      별로 스킬을 활용하여 문제를 풀어야 한다는 점에서 수강하기를 잘했다고 느꼈습니다  영어에 대한 자신감이 없어서 무작정 하는 것은 시간이 오래 걸리기 때문에 무조건 선생님의 강의를 들어야 한다고 생각합니다       기타의견      나만의 공부      열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영  한승태 선생님께서 파트   는 오답노트 활용하는 게 좋다고 하셔서 틀린 문제는 꼭 오답노트 만들어서 활용했는데  이제 문제를 볼 때마다 제가 틀린 문제랑 겹치는 문제 상황이 오버랩되면서 예측이 되니까 조금 더 문제를 푸는 게 수월한 거 같습니다   그리고 파트 과  에서 문제의 보기를 미리 보는 것이 정말 중요하다고 강조하셨는데  정말 동감하는 바입니다   이런 식으로 문제를 푸니 틀릴 문제를 반으로  감소시킬 수 있더라구요       ,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요   수강 후  시험을 보셨다면 달성점수도 자랑해 주세요    목표점수는    점입니다       내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요  일단 이 강의는 문법 관련 강의인데  선생님께서 외워야 하는 부분들을 쉽고 재미있게 가르쳐 주셔서 아직도 기억에 잘 남아요  동명사    부정사에 쓰이는 동사 그리고 동명사랑   부정사 둘다 쓰일 수 있는 동사 항상 헷갈렸는데 선생님께서 가르쳐 주신대로 외워두니까 마음이 편합니다  그리고             제일 기억에 남아요  토익 시작하고 들은 첫 문법 강의였는데 너무 만족해요  선생님 목소리도 집중이 확 되는 목소리라 딴짓도 안 하고 열심히 들을 수 있었어요 최공      기타의견      나만의 공부      다들 잘 알겠지만 강의를 듣고 혼자 정리해보고 연습문제 풀어보는게 정말정말 중요한 거 같아요 복습을 중요시 했습니다 ,TOEIC
