reviews,category
강의에서 알려주는 대로 학습하면서   가 점점 들려요  설명도 이해하기 쉬워서 너무 좋아요 ,TOEIC
정말 친절하고 알기 쉽게 알려주는 토익 강의는 여기가 최고인것 같아요     공부를 안해서 점수는             강의와 교재는     입니다    ,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요   수강 후  시험을 보셨다면 달성점수도 자랑해 주세요   우선 목표 점수는 높게 잡아    점  일단은    점이 목표였습니다   아직 더 시험에 응시할 계획이며 일단    점대에서    점 달성하였습니다      내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요  김동영 선생님의 리딩 강의를 집중적으로 수강하여 저의 약점이었던 리딩을 극복하고자 하였습니다   주요 어휘부터 해서 자주 나오는 핵심 문제  파트를 잘 짚어주시어 시험시 많은 도움이 되었습니다   앞으로도 더 수강하고 공부해서 목표 점수를 하루빨리 달성하고 싶습니다      기타의견      나만의 공부      우선 어휘를 중심으로 어휘력을 더 키우는게 제일 중요한 것 같습니다    단어에서 모르는게 나오면 지체되는 시간이 상당해져 시험에 매우 불리해지기 때문에  문법이나 리스닝에서도 어휘가 뒷받침되는 것이 가장 중요한 것을 깨달았습니다  열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영 ,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요   수강 후  시험을 보셨다면 달성점수도 자랑해 주세요      점 이상만 넘길  하며 부담감없이 공부했습니다   시험전에 모든 과정을 들었다면 좀더 실수를 줄일수 있지 않을까하는    아쉬움이 있지만 시험이후에도 실력을 쌓아가는데 도움 되는 강의입니다   토익 시험이라는 목표를 가지고 공부한 이후 다시 복습과 레벨업하는데 각 파트별로 정리 및 실력 파악을 다시 점검하는 강의입니다  시간 여유가 있다면 전 강의를 다시 한번씩 듣고 싶지만 다음 등록을 기약하며 지금까지 공부한 것들을 이 여름동안 다시한번 정리하려고 합니다       내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요     점의 한나  강상진  표희정  김희정 강사님의 강의 모두 도움되는 것 이상이였습니다 각 파트별 탄탄기초와 함께 포인트  스킬을 알려주셔서 자신감을 갖게 해주셔서 감사했습니다  재수강의 기회가 있다면 꼭 다시 한번씩 듣길 희망합니다        기타의견      나만의 공부      반복학습이 제게는 가장 잘 맞는듯합니다 보고 또 보고  무엇보다 소리내어 읽는 것  혼자 해야하는 것이 한계도 있지만 그래도 꾸준히 하다보면 하나는 쌓이겠지 하는 마음으로요  더불어 문제를 반복적으로 풀어보고 가능하다면 다량의 문제를 풀다보면 아는 것은 재확인 모르던 것은 익혀지는 듯합니다  시간과 노력 투자만이 답인듯합니다  무엇보다 길잡이를 잘 만나는 것도 중요하구요  이번 인강으로 많은 도움을 받아 다음 레벨 수강도 기대됩니다    열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영 ,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요      수강 후  시험을 보셨다면 달성점수도 자랑해 주세요        내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요  한나선생님 토익 스타트          전반부 해커스 김한나 선생님 수업 들으면서 열심히 첫 토익을 공부하고 있습니다  저는 영어 실력이 정말 형편없었습니다  그러나 해커스 김한나 선생님 해컷스 첫토익   부터 인강을 들었습니다  처음 인강을 든는 순간 너무 이해가 잘가게 가르쳐주셔서 이 선생님 강의를 믿고 들어도 좋다는 생각이 들었습니다  그래서 저는 한나선생님 해커스 첫 토익 완강을 하고 해커스               전반부를 들었습니다  김한나 선생님 강의를 들으니 아 영어는 이렇게 공부하는 거구나 이런 영어방향이 보이기 시작하였습니다  그리고 선생님 강의를 듣기전에 연습문제 실전문제를 풀어보고 강의를 듣고 그 다음에 복습하니 효과는  배가 되었습니다  그리고 김한나 선생님께서 이해가 안되는 부분도 상세하게 가르쳐주셔서 어려운 부분도 손쉽게 들을 수 있었습니다  지금 영어토익점수는 낮지만 꾸준히 영어공부하면 제가 목표한 점수    점에 도달할수 있겠다는 생각이 들게 해주셔서 감사합니다  열심히 하겠습니다       기타의견      나만의 공부      강의를 듣기전에 연습문제 실전문제  번 풀고 잘안들리는 부분 쉐도잉 하기 선생님 인강듣고 꼭 복습하기입니다  열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영 ,TOEIC
  보다   에 더 집중을 하고 공부를 했는데 처음 공부하는 수험생들도 잘 이해할 수 있게 설명해주셔서 좋았습니다,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요   수강 후  시험을 보셨다면 달성점수도 자랑해 주세요   목표점수는     점 이상이었으며  월에 받은 점수가    점이었습니다      내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요  스타토익 필수 문법 공식          기타의견      나만의 공부      강의 들으며 공식을 정리했습니다 예문까지 정리할 걸 아쉬운 마음입니다  열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영     점에서 한달 반 만에    점으로 올렸습니다 ,TOEIC
오랜만에 하는 토익이라 문법이 진짜 너무 막막했는데 너무 쉽게 잘 알려주셔서 기초 틀을 잘 잡을 수 있었던 것 같아용,TOEIC
동영쌤과 함께 매일 공부를 하다보니 실력이 전보다 많이 늘었어요  잘 가르쳐 주셔서 감사합니당,TOEIC
영어 공부를 놓은지 꽤 오래 되었습니다  그래도 독해는 어느 정도 풀렸는데  듣기가 너무 부족했습니다  특히       는 이상하게도       나  보다도 더 어렵게 다가왔습니다  그러던 중 한승태 선생님을 만났습니다  제게는 꽤 행운이었어요         는 짧은 영어가 한 번에 훅  지나가서 너무나 당황스러웠습니다  따라 말하면 어느 정도 들리겠지 싶었는데  영어를 따라 말하더라도 그게 의미로 바뀌어서 이해되는 건 또 다른 문제였습니다  이에 선생님께서 해법을 주셨습니다  그냥 한국말로 바로 번역하면 되지   사실 이 말을 믿지 않았습니다  일단 저는 불가능하다고 믿었고  그래서 시도조차 하지 않았습니다  하지만 강의를 수강했고  믿자야 본전이라는 마음으로  안 되는 실력으로 꾸역꾸역 했습니다  그런데 신기하게도 처음에는 안 될 거 같았던 한국말 번역이 어느 순간 저도 모르게 되고 있었습니다  질문이 한번에 이해가 되자 답을 찾는 건 문제가 아니었습니다  그래서 선생님께서 말씀하신 것들을 모두 따라가기로 마음먹었습니다    사실 저만의 특별한 공부 방법은 없었습니다  그저 선생님께서 말씀해주신 대로 따라가기도 바빴습니다  한국말 번역과 오답노트 두 가지를 말씀하셔서  정말 그냥 그대로 진행했습니다  오답노트 역시 정말 큰 도움이 되었습니다   그렇게 힘들었던       를 어느 정도 극복하고 나니 점수도 안정적으로    점이 나왔습니다  듣기에서 미끄러졌던 트라우마를 극복하니 다음에는 더 잘할 수 있겠다는 자신감도 덤으로 얻었습니다 ,TOEIC
