reviews,category
   심리학 듣고있는 직장인 입니다       위더스를 듣고 평생교육사를 취득한 후에 심리학을 듣기 위하여 해커스에 등록하였어요  타 기관보다 편리한    와 관리 등등 그리고 해커스라는 믿음이 있었어요       사실 공부에만 매진할 수 없는 환경이라서 힘들지만  교안을 위주로 열심히 외우고 있습니다       여러분 모두 자기개발 화이팅 하시고 올해는 다 잘되길 바랍니다       심리학사 취득 후 대학원 심리쪽으로 진학하고싶어요         ,academic credit
        해커스와 공부를 시작했기 때문에 어렵지만 교수님들께서 열정적으로 강의를 해 주셔서 교양과목과 전공과목을 즐겁게 공부할 수 있었습니다    년을 부부 인연으로 함께 살아온 치매걸린 남편을 위해 요양원을 경영하고 싶어서   세라는 나이에도 용기를 가지고 하면서도 내가 이 공부를 마칠 수 있을까하는 마음으로 시작했는데 아들이 선택해준  헤커스의 가르침으로 행복한 마음으로 여기까지 왔습니다  남편을 돌보면서 공부할 수 있어서 너무 좋았고   공부를 하면서 남편의 치매로 안해 우울했던 마음의 상처도 치유가 되고 늦은 나이지만 꿈을 가지고 도전하기를 잘 했다고 생각합니다  헤커스에서 공부를 하면서 느낀점은 누구나 꿈을 가지고 도전해서 자신의 삶의 가치를 보람되게 살아갈 수 있다고 생각하며   주책없는 할머니의 말아라 생각 마시고 젊으신 분들 하루라도 이른 나이에 헤커스에서 많은 지식을 쌓고 일생을 살아갈 때 그 삶속에 어떤 자격증이 어느 때 필요하게 될지 모르니까 바쁜 시간속에서도 여러모로 자격증에 도전하시기를 바랍니다    해커스를 선택해서 어렵지않게 공부하여 요양원을 경영하며 남편고 함께 생을 마칠 수 있다는 것에 감사드립니다  저는 노년이지만 이 공부가 끝나고 나면 헤커스에서 심리학을 공부하는 것이 꿈입니다   헤커스 고맙습니다  학우 여러분 파이팅                              ,academic credit
       안녕하세요  저는 직장을 다니면서 한국어 교원 공부를 하고 있는 미래 한국어 선생님입니다    대학생 때 교환학생으로  개월간 외국에서 공부를 했었는데 그때 한국을 좋아하는 외국인들을 보면서 이들에게 한국어를 가르치는 선생님이 되고 싶다고 생각했었습니다  그렇게 시간이 흘러 대학교를 졸업하고 직장인이 되었고 한국어 선생님에 대한 꿈은 잊고 살았습니다  그러다가 문득 외국에서 살고 싶다는 생각이 들었고 외국에서 살려면 어떤 직업을 선택해야 할까 고민하던 중 한국어 선생님이 생각났습니다   그래서 한국어 교원 수업을 듣기로 결정했습니다       어떤 교육원에서 한국어 교원 공부를 해야 할까 찾아보던 중 익숙한 이름이 눈에 띄었습니다  해커스   학창 시절부터 저에게 익숙했던 곳이었기 때문의 망설임 없이 해커스 원격평생 교육원 사이트에 들어가 상담 신청을 했습니다  상담원분께 해커스가 다른 한국어 교원 교육원과 어떤 차이점이 있는지 물어보았을 때 답변을 잘 해주셔서 해커스에서 공부하기로 결정했습니다     장점은 문자로 강의 미 수강 여부를 알려주고 궁금한 부분을 문의하면 빠르게 답변을 해주십니다  그리고 강의에 해당하는 책을 별도로 구입하지 않아도 돼서 좋습니다        직장과 학업을 병행하다 보니 쉽지 않은 부분이 있지만 되도록이면 평일에 강의    개를 들으려고 합니다  그리고 시험 날짜  과제 날짜 등을 캘린더에 적어놓고 수시로 확인합니다  강의 뿐만 아니라 시험  과제  쪽지시험  참여도 등 해야 하는 것이 있기 때문에 따로 기록해놓지 않으면 놓칠 수 있습니다       무언가 도전한다는 것은 멋있는 일이라고 생각합니다   결과가 어떻든 생각만 하고 도전하지 않는 것과 도전을 하는 것은 삶에 있어서 다른 영향을 미칠 것이라 생각됩니다  도전해 보시고 모두 꿈을 이루시길 바랍니다         구체적인 계획은 아직 없으나 외국에 나가 한국어 선생님으로 일하고 싶습니다           ,academic credit
     가정학 학사  석사   대학강의  문화센터      등 많은 분야에서 강의 경험이 있는 삼남매 엄마입니다       심리학에 관심이 생겨 대학원을 진학할까 했는데 지방에 살고 있어서 쉽지 않았습니다  그러던 중 학점은행제를 알게되었고  학점은행제 홈페이지에서 해커스를 알게 되었습니다     수업을 매주 꼬박꼬박 시간 맞춰 강의를 듣고  과제와 시험을 챙기며 출석과 성적을 관리하였습니다       꿈을 찾아 도전하시는 그 발걸음을 응원합니다  온라인이라 서로 얼굴을 보고 대화할 수 없지만 참여도란에 적극적으로 글도 남기시고 토론에도 서로 댓글로 교제하면서 힘든 고비 잘 넘기시고 원하는 일을 이루시기를 축복합니다       학생들 학습심리와 부모상담을 예전부터 하고 있었지만  사회적 기준을 맞추기 위해 학위를 취득하고 있습니다  기회가 된다면 대학원으로 진학도 하고 싶어요         ,academic credit
    올해 환갑을 맞이하는 부동산운영하는 공인중개사입니다           사업을 운영하면서도 학습하기 매우 편했습니다  잘 짜여진 학습체계와 교수님들의 훌륭한 강의가 도움이 되었습니다            수업은 꼭 참여하였고 수업 후 풀어보는 문제를 꼭 풀어보고 틀린부분을 다시 점검하는 방법으로 하였습니다      시작이 반이다 하는 마음으로 꾸준히 학습하시면 좋은 성과 나옵니다        사회복지사가 되어 봉사정신으로 열심히 일 하겠습니다           ,academic credit
  안녕하세요 해커스 한국어 교원 자격증을 수강하고 있는 금지현입니다                한국어 교사가 되고 싶다는 생각은 거의 이십년전 부터 가지고 있었는데  회사를 다니면서 공부할 수 있는 곳이 마땅치 않고 또 이후 온라인으로 수업을 들으려 해보니 너무 많은 교육원들이 있어 어디에서 시작해야 할지를 모르고 있던 때에 친구의 소개로 해커스를 접하게 되었습니다  상담을 신청하고 바로 등록을 하게 된 데에는 상담원 분들이 너무도 편하게 수강할 수 있게 모든 일정을 짜주신 덕이 가장 컸다고 볼 수 있겠네요  이 자리를 빌어 감사드립니다     일을 하고 있는 관계로 첨부터 끝까지 강의를 한번에 듣 기가 힘들지만 교안이 제공되어 교안을 중심으로 궁금한 부분을 다시 돌려 보거나 하는 방법으로 공부하고 있습니다       처음 시작할때는 일정도 너무 빡빡하고 이걸 언제 다 하나 했지만 생각보다 시간이 굉장히 짧고 하나하나 해나갈때마다 그 성취감이 정말 좋아요  저도 이제 시작한 거 같은데 벌써 반도 넘게 일정이 끝나가네요  담달이면 이제 끝이라고 생각하니 남은 스케줄들을 해나가는데도 힘이 납니다  일단 시작만 하면 직진하게 됩니다  용기를 가지고 일단 시작하시길 강력히 추천드려요       지방에 있는 저는 주변에 다문화 가정이 많습니다  다문 화 센터에서 일하며 그들이 이 지역사회에 잘 적응하도록 도와줄수 있는 선생님이 되고 싶습니다         ,academic credit
   안녕하세요 해커스 심리학 과정을 수강하고 있는 학생입니다  저는 학교상담교사를 준비하기 위해 심리학 공부를 시작하게 되었습니다        학생때 해커스에서 영어 인강을 들었던 경험도 있고 친숙한 곳이라 선택하게 되었고 해커스를 수강하셨던 분들의 해커스가 다론 곳보다 체계적으로 잘 되어있다는 후기를 보고 선택하게 되었습니다       저는 강의를 듣고 매일 들었던 강의 내용을 정리해서 남편에게 다시 말하는 습관이 있습니다  오늘은 뭘 배웠고 이거는 어제 배운것과 어떤 점에서 비슷하고 어떤 차이점이 있고 이런식으로   배웠던걸 이야기하면서 정리하는 스타일입니다       제가 타 평생교육원에서 심리학이 아닌 다른 과 공부를 해본적이 있는데요   이번 심리학 해커스 강의들은 다 정말 유익했어요   타 평생교육원에서 공부할때는 강의의 질이 떨어져서 사실 제대로 듣지 않고 넘긴 경우가 많았는데 이번에 심리학 공부할때는 정말 한강의 한강의 꾸준히 집중하여 들었습니다  교수님들 실력도 좋으시고 재미있게 공부할 수 있었던 것 같습니다  후배분들도 열심히 하셔서 꿈을 펼쳐 나가시길 응원합니다        심리학 학위를 취득하게 되면 교육상담대학원을 준비할 계획입니다  그래서 대학원에서 교육상담에 대해 본격적으로 공부하고 임용을 준비하여 학교상담교사가 제 최종 꿈입니다         ,academic credit
        기존에 공부 했던 분야도 아니었고 기초 지식 없이 무작정 사회복지사 자격증을 한번 따볼까  하고 상담 전화를 드렸었는데 여러번 번거롭게 전화 드렸음에도 상담사 분들이 친절히 설명해주셨기 때문에 해커스 평생교육원을 선택하게 되었습니다  또한 이벤트 덕분에 수강료가 할인 된 것이 결정이유에 크게 한몫 했어요           틈틈히 시간이 주어 질 때마다 수업을 들었고 매 수업 때 마다 평가하기에 있는 문제는 따로 노트 필기를 해두고 꼼꼼히 풀어보고 있습니다        아직 저도 과정 중에 있지만 일단 도전하세요  원하는 꿈에 한발짝 다가설 수 있습니다       사회복지사 자격증을 이수하게 되면 자라나는 우리 아이들을 위해 힘쓸 수 있는 사회복지사가 되는 것이 저의 최종 목표입니다          ,academic credit
   안녕하세요 저는 평범한 직장인 입니다  단순하고 반복적인 일상생활에서 그냥 하루를 지내는 사람입니다    으로 다가가는 나이에 책상에 앉아서 다시 책장을 넘길거란 생각을 해본적이 없는 사람이었죠       어느날 인터넷을 보면서 무의미한 생활에 도움을 줄 책을 찾던중에 갑자기 해커스원격평생교육원 이란게 눈에 들어왔고  강의과정  교육내용들을 살펴보다가 하루정도 고민을 한거 같습니다  그리고 다음날 바로 결정을 했고  교육을 듣고있는데 정말 세상을 바꾸는 것은 단 하나의 생각이라고 보는데 교육을 들으면서 느끼는건 저에게 그런 부분을 말하는 것 같아서 좋았습니다  이기적으로 나만 보는 생활에서  가족을 보게되고  주변사람들을 보게되고  나아가서 우리가 긍정적으로 변화시키고 만들어갈 사회를 보게끔하는  좋은 교육의 장 이라고 생각합니다       저는 노트북을 들고 다니면서 시간날때마다 계속해서 강의를 들었어요  출 퇴근시간이 한시간 반정도 걸리는데 듣고있던 라디오는 언제부턴가 끄고  강의를 듣기 시작하면서는 옆자리에서 교수님들과 계속 출 퇴근을 같이했죠    일단 귀로 한번 듣고  퇴근해서는 집중해서 한번 더 듣고  반복학습 하는 것이 최고의 방법이죠      나태하고 단순하게 현실에만 안주하는 것보다  내가 움직임으로서 내 자녀들이 변화하고  부모들이 변화하고  사회가 변화되면 행복이란 것을 느낄 수 있는데 그 시작이 나부터라는 생각으로 좀 더 적극적으로 학업에 몰두했으면 합니다       해커스원격평생교육원과  학기 같이 했는데  앞으로도 계속 같이 할 생각이며 정말 나부터 변화하여 사회가 긍정적으로 변화되는걸 보고 싶습니다          ,academic credit
    이넘은 나이에 사회복지사가 되고자하는 열정 청춘   사회복지실습을 위한 체계적인 안내와 관리시스템에 이끌려 신청했고 학습과정도 흡족합니다  실습일지관리  담당지도교수님과 상담사님들의 친절한 응대와 행정처리도 깔끔하여 수강생 입장에선 아주 편리하고 좋습니다    온라인 수업을 잘 듣는것이 공부비법입니다  실습과목이 지루할거라는 선입견이 있었는데 들을수록 재미있고 현장실습에 꼭 필요한 이론이어서 활용하기 좋았어요   천재도 열심은 이기지 못한다고 합니다    해커스원격평생교육원을 통해 사회복지사 자격을 취득하게 되겠구나 생각하면 설렙니다  실습이 어려워 사회복지전공을 후회도 했었는데  해커스 원격평생교육원을 선택하길 잘했다고 현장실습을 하면서 느꼈습니다  절차가 간편하고 깔끔해요  무사히 현장실습 마치고 간접실습도 잘 마치면 요양보호사 자격에 도전할 계획입니다  정규직 일자리도 노려볼까합니다  ,academic credit
