reviews,category
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요  저는 소방공무원을 목표로 하기떄문에 토익목표점수는 처음에는    을 생각으로    스타트 토익 인강을 수강하게 됬습니다 그런데 인강을 들으면서 공부를해갔습니다 처음에는 오랜만에 하는 영어 공부라 단어 해석 듣기 이런부분에서 많이 버벅 거렸지만 듣다 보니깐 자신감이 생기고 나쁘지 않다 라는 생각을 하게 되면서 목표 점수를    점 이상으로 생각하고 있는중입니다  토익 시험은 아직 단어랑 기초 적인 부분이 살짝 부족한것을 느껴서 좀만 더 혼자서 책 보면서 복습하며 다음 시험에 응시할 생각입니다      내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요  제가 들은 강의는 토익 스타트 리스닝 라이팅 책 두권을 위주로 강의를 들어습니다 영어가 많이 부족했고 혼자서 인강으로 공부하기 두려웠지만 저같은 초보한테도 잘 쉽게 설명해 주어서 잘 수강했습니다  저는 먼저 독해 라이팅 부분은 모르는 단어도 많고 정답을 유추해가는 과정까지 너무 힘들었지만 인강선생님이 친절하시게 처음부터 끝까지 정답을 찾는 방법과 해석하는 방법 문제를 해결하는 법을 알려주어서 더 쉽게 접근 할 수 있었던거 같습니다 처음에는 많이 어려웠지만 나중에 가서는 선생님이 알려주신 문제당 소비해야하는 시간에 근접하게 풀어가는 저의 모습을 보고 많이 뿌듯했습니다 그리고 리스닝에서도 처음에는 아에 들리지 않았지만 리스닝 대본을 영어로 써가면서 발음도 생각하고 접근하니깐 어느 순간부터는 잘 들렸던거 같습니다      기타의견      나만의 공부      저는 그날 배운건 바로 복습하고 그리고 인강쌤들의 노트 필기 한부분을 혼자서 따로 공부했습니다 그리고 가장 중요한 단어 공부도 하루에 적지만      씩 공부해나가고 듣기는 시험장에서 긴장할것을 대비해서 좀 더 빠른 배속으로 문제를 계속 풀면서 인강도 리스닝 만큼은 배속으로 들어서 좀더 집중이 잘되고 배속이 익숙해지니깐 그냥 원래 속도로 들었을떄는 뭔가 더 천천히 들리는거 같은 기분때문에 좀더 수월하게 문제를 풀었습니다  열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영 ,TOEIC
   강의를 제대로 들어본 건 처음이에요      거의 만점에 가까운 점수를 받은 것도 처음입니다  선생님께서 간단하고 명확하게 알려주십니다  그리고 어떤 부분이 헷갈릴 수 있는지 먼저 파악하고 알려주셔서 광범위로 학습 가능합니다     점수가 잘 안 오르는 분들 강의 꼭 들어보세요  완전 추천합니다   ,TOEIC
    목표점수는 몇점인가요  목표점수는 일단    점 이상이었습니다  수능 수험기간에도 영어공부에 소홀했지만 생각보다 좋은 성적에 자만했기에 기초는 형편없었습니다  강의를 들으면서 그동안에 놓쳤던 기본적인 내용들을 다시한번 잡아보는 시간이 되었습니다       내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요  여러가지 수능 공부를 하면서 놓쳤던 부분들을 다시한번 점검하는 시간이 되었습니다  그리고 중간중간 계속 단어 체크 해주시는 것 또한 많은 도움이 되었습니다  그리고 강의 노트를 제공해주시는 것 또한 잘 활용한다면 높은 수강 효율을 볼 수 있을 것 같습니다      기타의견      나만의 공부      필기 열심히 하시면서 공부하시면 많은 도움이 될 수 있을 것 같습니다  선생님이 제시하시는 단어들 암기하시고요   강의 내용과는 무관하지만 강의 중간중간에 나오는 선생님의 썰풀기도 재미있으니 놓치지 말고 들어보세요 ,TOEIC
답은  가능하다  입니다  그러나 실전에서도 좋은 점수를 받기 위해서는 김지현 선생님께서   에서 말씀하신 예습 복습 플랜을 철저하게 지켜야할 필요가 있습니다  에초에  나는 시간이 너무 없어서 그냥 내가 해온 기초를 믿고 모의고사만 풀고 실전 토익으로 간다   이렇게 생각하고 계신 분에게는 많이 도움이 안된다고 생각합니다      강의를 듣기 전 모의고사를 시간 맞춰서 푼다  각     별 걸린 시간도 확인해두면 좋음     채점 후 해설을 보기 전에 스스로 오답 점검을 한다    김지현 선생님이 말씀하시는 뽀인트 위주로 각 문제들을 정리한다    뽀인트 위주로 다시 복습하고 필수 어휘  추가 어휘를 암기한다  이렇게  단계를 따라 진행하면       개 당  개 강의이니 빠르면  시간  늦어도 대강  시간 정도로 리뷰가 가능합니다    만 풀순 없고   와 병행해야하니 실제로는 하루에 공부하는 시간이 배는 늘어날 것입니다  그러나 일단 한번 정리해두면 계속해서 반복 학습할 수 있으니 실제 토익 수험 전에 가볍게 훝고 가면 도움이 되는 뽀인트들로 많이 얻어가시길 바랍니다 ,TOEIC
공부를 할 때 단어가 많이 약하기도 하지만 문법이 많이 약해서 해석이 잘 되지 않고 어떤 내용인지도 모르는 채로 공부를 하다가 토익시험을 보았지만 처참한 결과만 남기게 되었습니다  그래서 따로 인강을 듣는게 가장 좋을 듯 하여 인강을 듣게 되었는데 설명이 너무 좋았습니다  혼자서 공부할 때 정리가 잘 안되었지만 인강을 들으면서 혼자서 공부하던 이론들을 정리할 수 있는 계기가 되었습니다  어떠한 유형에서 어떻게 정리하는지와 이건 이렇게 설명을 하면서 공부하면 남는게 많았습니다    문법이 많이 흔들리거나 할시 장종훈 선생님 수업을 들으시면 많이 정리가 되고 편하게 들을 수 있을것입니다       문제 푸는 방법등 많은것을 알려주었습니다  많이 배워갑니다 ,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요   수강 후  시험을 보셨다면 달성점수도 자랑해 주세요   점수는 아직 발표 전입니다       내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요  김동영 선생님 토익     예제와 사진을 동반한 설명으로 완벽한 이해       기타의견      나만의 공부      최고에요 ,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요   수강 후  시험을 보셨다면 달성점수도 자랑해 주세요        내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요  자세한 설명 감사합니다       기타의견      나만의 공부       열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영 ,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요   수강 후  시험을 보셨다면 달성점수도 자랑해 주세요    목표점수는    점 이상이었습니다     점 이상 수업만 듣고 정말 확실하게    점을 넘게 받을 수 있을까  혹시    점 수업을 들어야 하는 건 아닐까 고민이 많았는데 이 강의 수강한 이후로 그런 고민은 할 필요가 전혀 없었다는 걸 깨닫게 되었습니다   정말 최고예요  확실하게 목표 점수에 도달할 수 있게끔 구성되어있고  강사님께서 정말 신경을 쓰셨다는 게 느껴집니다       내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요   저는 전미정 선생님이 정말 좋았습니다  선생님 발음도  목소리도 좋아서 그런지 듣는 내내 귀에 쏙쏙 꽂히더라고요   사실 수업 듣다보면 가끔 집중도 풀리고 하기 싫을 때도 있는데  강사님께서 정말 열심히 가르쳐주셔서 저도 모르게 포기하지 않고 끝까지 붙들고 있게 되더라고요   전미정 선생님 정말 감사합니다       기타의견      나만의 공부       단어를 암기하는 게 정말 중요한 것 같아요  사실 토익은 단어싸움이란 말도 있듯이  단어를 암기하는 순간부터 성적이 정말 수직상승하는 것 같다고 느껴졌어요  처음 토익 시험을 볼 때는 아무 준비도 안 한 상태여서 몰랐는데  공부를 하고 쳐보니 단어가 진짜 중요하구나   하고 느꼈습니다    열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영 ,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요   수강 후  시험을 보셨다면 달성점수도 자랑해 주세요      점이 목표였는데     점 나왔습니다       내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요  한나 선생님이 문제 푸는 방식 그대로 따라했더니 좋은 점수가 나왔어요        기타의견      나만의 공부      매일   분이라도 꾸준히 했습니다    열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영 ,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요    수강 후  시험을 보셨다면 달성점수도 자랑해 주세요      점을 목표로 했는데     점 나왔어요        내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요  강상진 선생님 덕분에    점수가 생각보다 잘 나왔습니다  포인트를 집어주셨던 것들이 문제를 풀 때 음성으로 들리더라구요        기타의견      나만의 공부      매일   분이라도 꾸준히 하려고 노력했습니다    열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영 ,TOEIC
