reviews,category
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요   수강 후  시험을 보셨다면 달성점수도 자랑해 주세요      점 이상이 목표였기 때문에    점을 목표로 공부했습니다        내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요      목표 실전     제 리스닝  리딩 전반부와 노랑이 보카 강의를 들었습니다  강의를 들으면서 오답노트를 작성하는 방법을 조금씩 수정해 나갔습니다  받아쓰기 중심의 리스닝 정리는 표현의 패러프레이징을 중심으로 변했습니다  그것이 가장 큰 도움이 되었습니다   리딩은 사실 한 번도 시간 안에 다 푼적이 없는데  이번 토익 시험에서 처음으로 다 풀었습니다  리스닝에 여유가 생긴 덕분이기도 하고  리딩 속도가 늘어난 덕분이기도 했습니다   리딩 강의에서 들었던 가장 충격적인 말이 있습니다  문제를 먼저 읽는 사람들은 지문을 먼저 읽으면 까먹는다는 이유가 있는데  사실 문제도 까먹게 된다고    그 뒤로 진짜 중요한 단어들만 가지고 가는 연습을 하게 되었습니다   강의가 진짜 큰 도움이 되었습니다  감사합니다        기타의견      나만의 공부      항상 이론서로 공부하다가 첫 실전서였습니다  진짜 내꺼가 되는 공부법을 찾아서 기뻤습니다   열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영 ,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요      점을 목표로 합니다  수강 후  시험을 보셨다면 달성점수도 자랑해 주세요        내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요               한승태 선생님의 강의를 통해 약점을 보완할 수 있었습니다  구체적으로 저는    속도가 조금만 빨라져도 글의 흐름을 따라가지 못했었는데  강의를 통해 선생님의 문제 접근법을 체화시켰고 이에 덧붙여 별도로 쉐도잉연습을 하여 듣기에 익숙해질 수 있었습니다        기타의견      나만의 공부       정해진 공부 방법은 없다고 생각하고 각자가 자신에게 맞는 공부법을 찾아 실천할 수 있도록 하는 것이 중요하다고생각합니다  저 같은 경우는 강의를 잘 활용하는 편이라 토익도 필요한 부분만 발췌하여 강의를 들었고  목표 점수와 목표 달성을 위해 하루 들을 강의 수 등 세부적인 목표를 정하여 하루하루 이를 달성하는 재미로 풀어지지 않고공부할 수 있었습니다   열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영 ,TOEIC
 주안에 토익      가까운 점수가 필요해서 고민없이 환급반을 신청하여 들었습니다  우선 현장강의가 아닌 환급반으로 들은 이유는 여러 종류의 강의를 하루에 여러개 들을 수 있었기에 해커스 기본교제   빨강이  파랭이   몇챕터 풀어보고 리스닝이 약하다고 생각되어 하루에       한 강의        두 강의        한 강의 이렇게 들었더니    리스닝은 굉장히 잘나왔는데   를 놓쳐버렸네요 하하   목표점수에  점은 미달했지만 짧은기간내에 시험삼아 본거라 완전 뿌듯하고 다음에도 또 환급반으로 들으려고요    강추강추  ,TOEIC
강상진 선생님의 수강을 들으면서 중도 포기 없이    일 수강을 완료 하게 되었네요 강의 내내 반복적으로    잊을만하면 다시 상기 시켜줘서 많은 도움이 되었습니다  왕초보인 저도 강의 내용에 부담감이 없이 들을수 있어서 토익이란게 그렇게 어렵지도 않구나 하는 생각이 들었습니다  강의 듣는 내내 나도 할수 있다는 자신감이 들었구요  모바일과   로 계속 선생님 보고 듣고 하는데 어느덧 익숙해 지기 시작했습니다     그리고 꼭 강조하신 말씀들    선생님께서 강의 끝날쯤    항상 강의노트 출력하셔서   오답노트 작성하셔셔    이렇게 말씀 해주셔서   공부 방법을 한번더 강조해주셔서 공부하기가 더 쉬웠던것 같네요   첫토익을 접하는 모든분들이 선생님강의를 듣고 보다 좋은 성적을 받기를 희망해봅니다 저도 좀더 노력 하겠습니다 화이팅      선생님 감사 합니다,TOEIC
안녕하세요 선생님 강의를 듣고       를 푸는데 자신감을 얻을 수 있었던 학습경험이 되었습니다    매 시간별 연습문제와 자세한 설명까지 선생님이 안계셨다면 혼자서는 책만으로 공부할 수 없었을거라고 생각해요   토익을 독학하기로 마음먹었을 때 우연히 유트브 광고에서 해커스 토익을 보며 해커스로 공부해볼까   했었고  해커스 토익을 들어와 김동영 선생님의 강의를 듣고 나니 해커스로 토익공부를 하길 정말 잘했다는 생각이 들었어요    강의 기간동안 감사했습니다   ,TOEIC
선생님 강의를 듣고       를 푸는데 자신감을 얻을 수 있었던 학습경험이 되었습니다   매 시간별 연습문제와 자세한 설명까지 선생님이 안계셨다면 혼자서는 책만으로 공부할 수 없었을거라고 생각해요  토익을 독학하기로 마음먹었을 때 우연히 유트브 광고에서 해커스 토익을 보며 해커스로 공부해볼까   했었고 해커스 토익을 들어와 김동영 선생님의 강의를 듣고 나니 해커스로 토익공부를 하길 정말 잘했다는 생각이 들었어요   강의 기간동안 감사했습니다    ,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요   수강 후  시험을 보셨다면 달성점수도 자랑해 주세요           내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요     점 목표 해커스 토익        문법 김동영 선생님이 도움이 되었습니다  계속 문법이 어려웠고 기초가 안잡혀 있다는 생각이 들었는데 문법 전반부 후반부를 다 들으면서 이 때까지 학원에서 문법공부했을 때와 다르게 체계적이고 이해가 쉽게 되어서 문법공부하기가 좋았습니다  특히나 책도 무료로 해커스에서 보내주어서 인강을 들으면서 직접 문제를 풀어보고 얼마나 이해를 했는지 확인할 수 있어서 좋았습니다  문법이 완벽하게 정리되지 않고 문법이 어렵다고 생각이 드는 분들에게 추천합니다  문법은 파트     밖에 없지만 문법을 기초로 좀 더 정확한 해석과 영어에 대한 단단한 기초를 잡아줄 수 있어 높은 점수를 원하는 분들에게도 추천합니다   시간이 없다면 어렵다고 생각하는 파트만 들어도 좋을 것 같아요     기타의견      나만의 공부      매일마다 빠짐없이 인강을 들으며 문법에 대해 배운 후 그 파트에 대한 문제를 풀고 틀린문제에 대한 인강도 들은 후 그 파트를 전반적으로 다시 복습했습니다  열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영 ,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요   수강 후  시험을 보셨다면 달성점수도 자랑해 주세요        내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요       기타의견      나만의 공부       열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영  처음에 토익을 어떻게 시작할지 몰라서 고민중에 해커스 토익을 알게되었고 학교 졸업점수와 미래에 취업에 도움되는 토익 점수를 얻기 위해 해커스토익을 수강했습니다  처음에는 학원에 비해 많이 퀄리티가 떨어질까 걱정했었지만 저의 생각은 틀렸습니다  인강인데도 불구하고 정말 높은 퀄리티의 강의였으며 토익 리딩의 문법을 가르쳐주시는 김동영 선생님이 시험에 유익하고 정말 도움이 되는 정보만 찝어주셔서 정말 도움이 많이 되었습니다  토익 시험을 치는것이 처음이고 영어공부를 수능볼때 이후로 제대로 하지 않았기 때문에 처음에는 많은 문제를 틀렸지만 김동영 선생님의 해설강의를 들으면서 점점 문제를 맞추는 개수가 늘었습니다  실제 토익 시험에 자주 출제되는 문제뿐만 아니라 문제를 어떻게 풀어야하는지에 대한 근본적인 이유도 설명해주셔서 매우 좋았습니다    필기노트와 추가적으로 찝어주시는 문제도 실제 시험에 많이 도움되는것 같습니다  목표점수가 나오면 좋겠지만 나오지 않더라도 해커스 토익의 김동영 선생님을 다시 찾을거 같습니다  처음들으시는분도 부담없이 들을 수 있는 김동영 선생님 적극 추천드리고 싶습니다 ,TOEIC
처음 해커스를 시작하게 된 계기는 첫 토익 하드캐리반을 수강하고 가져가는 지식들이 너무 많아서 학교 졸업점수도 넘길겸 토익 공부도 제대로 해볼겸해서 다시 해커스로 돌아오게 되었습니다  아침잠이 많아 학원에선 수업을 할 수가 없어서 인터넷강의로 대신하게 되었는데 인강으로 될까 했던 제 걱정이 괜한 걱정이 될만큼 강의의 퀄리티가 좋았습니다  토익에 대한 기본적인 지식 정도만 있는 내가    점 반을 들어도 될까 고민하다가 후기가 너무 좋아서 수강하게 되었어요  그런데 토익 초보인 사람이 듣기에도 따라가기 버겁지 않을만큼 이건 왜 이렇게 풀어야하는지 근본적인 이유도 설명해주시고 이해하기 쉽게 설명해주셔서 이해가 되니까 더 잘 외워지는거 같았습니다  필기노트에 웬만한게 다 적혀있음에도 불구하고 추가 팁으로 챙겨주시는 포인트들이 많아서 받아적다가 공간이 부족할때도 있었네요    사진에서 보시는것처럼 필기노트도 학생들을 생각해주는 마음이 너무 잘보이고 정성이 가득 담겨있습니다  하나라도 대충 넘어가는거 없이 다 짚고 넘어가주시고 꼼꼼하면서도 프로페셔널하게 토익 고득점과 가까워질 수 있도록 항상 연구하고 질 좋은 강의 해주시는 김동영선생님 덕분에 취약점이었던   를 조금 더 쉽게 풀 수 있게 되었습니다  감사합니다  이번 토익시험 점수가 잘 나와서 다시 올 일이 없으면 좋겠지만 다시 오게 된다면 전 고민도 없이 다시 김동영 선생님 강의로 돌아올거 같습니다  토익초보분들과 토익 고득점을 노리시는 분들 모두 수강하실 수 있는 강의라 적극추천합니다 ,TOEIC
단어가 정말 중요한 것 같아요  박가은 쌤 강의 들으면 어휘력과 문법까지 같이 배울 수 있어서 너무 좋습니다 ,TOEIC
